recording_id,original_recording_name,publication_label,condition_type,rpm_nominal,load_nm,acquisition_timestamp,relative_raw_file,file_size_bytes,data_row_count,column_count,sha256,sha256_group_size,timestamp_group_size,exact_duplicate_content
mcc5_000168_bearing_inner_L_torque_circulation_40Nm_3000rpm_250707113444d,bearing_inner_L_torque_circulation_40Nm_3000rpm_250707113444d,inner_race,torque_circulation,3000.0,40.0,250707113444,MCC5-THU Motor_torque_circulation/bearing_inner_L_torque_circulation_40Nm_3000rpm_250707113444d.csv,118726588,1152000,9,e6822bcacb4e45a68bc8412a96aacaa1b8dc499dc66492cb9c424116e33edd4c,1,1,False
mcc5_000175_bearing_outer_H_torque_circulation_20Nm_1000rpm_250707103949d,bearing_outer_H_torque_circulation_20Nm_1000rpm_250707103949d,outer_race,torque_circulation,1000.0,20.0,250707103949,MCC5-THU Motor_torque_circulation/bearing_outer_H_torque_circulation_20Nm_1000rpm_250707103949d.csv,118661445,1152000,9,be44d8f44427879e7840081120c8aa6a5c2986ae2fc8a70df973bbc840b69b59,1,1,False
mcc5_000176_bearing_outer_H_torque_circulation_20Nm_2000rpm_250707103802d,bearing_outer_H_torque_circulation_20Nm_2000rpm_250707103802d,outer_race,torque_circulation,2000.0,20.0,250707103802,MCC5-THU Motor_torque_circulation/bearing_outer_H_torque_circulation_20Nm_2000rpm_250707103802d.csv,118695784,1152000,9,af9632e4e85fa5b3015dee7f3ac9d75e0c831af768922f481d22b3397e9bc5fc,1,1,False
mcc5_000177_bearing_outer_H_torque_circulation_20Nm_3000rpm_250821175544,bearing_outer_H_torque_circulation_20Nm_3000rpm_250821175544,outer_race,torque_circulation,3000.0,20.0,250821175544,MCC5-THU Motor_torque_circulation/bearing_outer_H_torque_circulation_20Nm_3000rpm_250821175544.csv,118713854,1152000,9,db71c54f4b999ef039aca8869354164eaff8afd9d6f1c604bd2c9b06c9abee93,1,1,False
mcc5_000178_bearing_outer_H_torque_circulation_40Nm_1000rpm_250707104154d,bearing_outer_H_torque_circulation_40Nm_1000rpm_250707104154d,outer_race,torque_circulation,1000.0,40.0,250707104154,MCC5-THU Motor_torque_circulation/bearing_outer_H_torque_circulation_40Nm_1000rpm_250707104154d.csv,118655421,1152000,9,e1a530c2ef1fc16650ed36b08d45a9af9c6829a192f6875a320dcf6d8165c576,1,1,False
mcc5_000179_bearing_outer_H_torque_circulation_40Nm_2000rpm_250707104408d,bearing_outer_H_torque_circulation_40Nm_2000rpm_250707104408d,outer_race,torque_circulation,2000.0,40.0,250707104408,MCC5-THU Motor_torque_circulation/bearing_outer_H_torque_circulation_40Nm_2000rpm_250707104408d.csv,118699701,1152000,9,ad66e86ba4f9e86db40b429656c1647f1d8eb4314a5ddb1dfdf4442e1140925f,1,1,False
mcc5_000180_bearing_outer_H_torque_circulation_40Nm_3000rpm_250707104611d,bearing_outer_H_torque_circulation_40Nm_3000rpm_250707104611d,outer_race,torque_circulation,3000.0,40.0,250707104611,MCC5-THU Motor_torque_circulation/bearing_outer_H_torque_circulation_40Nm_3000rpm_250707104611d.csv,118715319,1152000,9,c7474b3e606360bb7fbd030a8530b5a9438defafc8eeaf46726d28814bb6393a,1,1,False
mcc5_000181_bearing_outer_L_torque_circulation_20Nm_1000rpm_250708093600d,bearing_outer_L_torque_circulation_20Nm_1000rpm_250708093600d,outer_race,torque_circulation,1000.0,20.0,250708093600,MCC5-THU Motor_torque_circulation/bearing_outer_L_torque_circulation_20Nm_1000rpm_250708093600d.csv,118662877,1152000,9,d53e149520e371e04d79a05c6c1429fbffe9c851480c5aa20bc358ade213d001,1,1,False
mcc5_000182_bearing_outer_L_torque_circulation_20Nm_2000rpm_250708093806d,bearing_outer_L_torque_circulation_20Nm_2000rpm_250708093806d,outer_race,torque_circulation,2000.0,20.0,250708093806,MCC5-THU Motor_torque_circulation/bearing_outer_L_torque_circulation_20Nm_2000rpm_250708093806d.csv,118690771,1152000,9,9e408089ac0d4355fc7ec002a85b7488e3305836bd54f71260fe80589c308fdb,1,1,False
mcc5_000183_bearing_outer_L_torque_circulation_20Nm_3000rpm_250708094011d,bearing_outer_L_torque_circulation_20Nm_3000rpm_250708094011d,outer_race,torque_circulation,3000.0,20.0,250708094011,MCC5-THU Motor_torque_circulation/bearing_outer_L_torque_circulation_20Nm_3000rpm_250708094011d.csv,118711403,1152000,9,f7f021a484ebe4f83e317c5ffc50dacdd147f523f163c05c700ceb385ce6982d,1,1,False
mcc5_000184_bearing_outer_L_torque_circulation_40Nm_1000rpm_250708094205d,bearing_outer_L_torque_circulation_40Nm_1000rpm_250708094205d,outer_race,torque_circulation,1000.0,40.0,250708094205,MCC5-THU Motor_torque_circulation/bearing_outer_L_torque_circulation_40Nm_1000rpm_250708094205d.csv,118667952,1152000,9,9995777acca737c9fd145042bef992a6bb794467b35331ad0f5630ea5f00f683,1,1,False
mcc5_000185_bearing_outer_L_torque_circulation_40Nm_2000rpm_250708094403d,bearing_outer_L_torque_circulation_40Nm_2000rpm_250708094403d,outer_race,torque_circulation,2000.0,40.0,250708094403,MCC5-THU Motor_torque_circulation/bearing_outer_L_torque_circulation_40Nm_2000rpm_250708094403d.csv,118689060,1152000,9,33b48cdf51503b631176c0c0bdbb82a87c41481770ccea388211c40c585e18cd,1,1,False
mcc5_000186_bearing_outer_L_torque_circulation_40Nm_3000rpm_250708094556d,bearing_outer_L_torque_circulation_40Nm_3000rpm_250708094556d,outer_race,torque_circulation,3000.0,40.0,250708094556,MCC5-THU Motor_torque_circulation/bearing_outer_L_torque_circulation_40Nm_3000rpm_250708094556d.csv,118711125,1152000,9,d032b6963fc06747f489195716e81c49135915232457f91c5a1ceb22ff2e5f72,1,3,False
mcc5_000229_health_torque_circulation_20Nm_1000rpm_250702154813d,health_torque_circulation_20Nm_1000rpm_250702154813d,healthy,torque_circulation,1000.0,20.0,250702154813,MCC5-THU Motor_torque_circulation/health_torque_circulation_20Nm_1000rpm_250702154813d.csv,118663524,1152000,9,f331e955f447d5511534e0f4b664b3df620321d31e82850e9c58a7b4466e2a7a,1,1,False
mcc5_000230_health_torque_circulation_20Nm_2000rpm_250702155521d,health_torque_circulation_20Nm_2000rpm_250702155521d,healthy,torque_circulation,2000.0,20.0,250702155521,MCC5-THU Motor_torque_circulation/health_torque_circulation_20Nm_2000rpm_250702155521d.csv,118691358,1152000,9,3ff9ec750ab16c267ca5cf134819b77ccb3617364abd986a1c31d6136047f7c2,1,1,False
mcc5_000231_health_torque_circulation_20Nm_3000rpm_250702155743d,health_torque_circulation_20Nm_3000rpm_250702155743d,healthy,torque_circulation,3000.0,20.0,250702155743,MCC5-THU Motor_torque_circulation/health_torque_circulation_20Nm_3000rpm_250702155743d.csv,118721205,1152000,9,6e059ccd0282d11f14cd206b6d625b6f331bdac090c0fa203deb531337de7d73,1,1,False
mcc5_000232_health_torque_circulation_40Nm_1000rpm_250702161315d,health_torque_circulation_40Nm_1000rpm_250702161315d,healthy,torque_circulation,1000.0,40.0,250702161315,MCC5-THU Motor_torque_circulation/health_torque_circulation_40Nm_1000rpm_250702161315d.csv,118661518,1152000,9,2d271213e246d8bc5df21f3f64c164231f9dcaaedb3e8f3d02fad51f4115150f,1,1,False
mcc5_000233_health_torque_circulation_40Nm_2000rpm_250702161114d,health_torque_circulation_40Nm_2000rpm_250702161114d,healthy,torque_circulation,2000.0,40.0,250702161114,MCC5-THU Motor_torque_circulation/health_torque_circulation_40Nm_2000rpm_250702161114d.csv,118690193,1152000,9,eaf3d01191439c4bae1b0df23a9f45087b977323c866f07dc66a1a27d0c3933b,1,1,False
mcc5_000234_health_torque_circulation_40Nm_3000rpm_250702160849d,health_torque_circulation_40Nm_3000rpm_250702160849d,healthy,torque_circulation,3000.0,40.0,250702160849,MCC5-THU Motor_torque_circulation/health_torque_circulation_40Nm_3000rpm_250702160849d.csv,118716560,1152000,9,217b443a64bc5293a3f9d375004a4fd55be060a32bde9f83bd4cadf6000af8ad,1,1,False
